tgt,input,show_inp,ent1,ent2,id
"Cause-Effect(e2,e1)",The ENT_1_START riot ENT_1_END was instigated by the ENT_2_START clergy ENT_2_END of the Church of England with the active support and collaboration of the magistrates .,The ENT_1_START riot ENT_1_END was instigated by the ENT_2_START clergy ENT_2_END of the Church of England with the active support and collaboration of the magistrates .,riot,clergy,3332
"Component-Whole(e2,e1)","Frequently , the librettist has n't had an inkling of these feelings , for they are all in the ENT_1_START composer ENT_1_END 's ENT_2_START head ENT_2_END .","Frequently , the librettist has n't had an inkling of these feelings , for they are all in the ENT_1_START composer ENT_1_END 's ENT_2_START head ENT_2_END .",composer,head,3228
"Message-Topic(e1,e2)",This ENT_1_START book ENT_1_END provides a very detailed and interesting overview of the fundamental principles of ENT_2_START nanoscience ENT_2_END .,This ENT_1_START book ENT_1_END provides a very detailed and interesting overview of the fundamental principles of ENT_2_START nanoscience ENT_2_END .,book,nanoscience,3000
"Message-Topic(e1,e2)",The gist of Stephen 's ENT_1_START talk ENT_1_END was the ENT_2_START need ENT_2_END for BRMSs to evolve to the next level .,The gist of Stephen 's ENT_1_START talk ENT_1_END was the ENT_2_START need ENT_2_END for BRMSs to evolve to the next level .,talk,need,2593
"Message-Topic(e1,e2)",The ENT_1_START directive ENT_1_END applied to ENT_2_START discrimination ENT_2_END on the basis of gender reassignment as well as discrimination on the basis of sex alone .,The ENT_1_START directive ENT_1_END applied to ENT_2_START discrimination ENT_2_END on the basis of gender reassignment as well as discrimination on the basis of sex alone .,directive,discrimination,4107
"Entity-Origin(e1,e2)","With one exception , the ENT_1_START moths ENT_1_END emerged from the ENT_2_START cocoon ENT_2_END during hours of darkness .","With one exception , the ENT_1_START moths ENT_1_END emerged from the ENT_2_START cocoon ENT_2_END during hours of darkness .",moths,cocoon,6119
Other,They are ENT_1_START symbols ENT_1_END that indicate the ENT_2_START structure ENT_2_END and organization of written language .,They are ENT_1_START symbols ENT_1_END that indicate the ENT_2_START structure ENT_2_END and organization of written language .,symbols,structure,5475
"Instrument-Agency(e2,e1)","The ENT_1_START officer ENT_1_END merely calibrates the unit with a tuning ENT_2_START fork ENT_2_END , then points it at a moving object , which can be moving either toward or away from the gun .","The ENT_1_START officer ENT_1_END merely calibrates the unit with a tuning ENT_2_START fork ENT_2_END , then points it at a moving object , which can be moving either toward or away from the gun .",officer,fork,3996
"Instrument-Agency(e2,e1)",The ENT_1_START man ENT_1_END ate the steak with a ENT_2_START fork ENT_2_END .,The ENT_1_START man ENT_1_END ate the steak with a ENT_2_START fork ENT_2_END .,man,fork,2959
"Component-Whole(e2,e1)","Designed for light chewers , this colorful ENT_1_START toy ENT_1_END is made with little vine ENT_2_START rings ENT_2_END that slide between wood balls joined together with wooden craft sticks .","Designed for light chewers , this colorful ENT_1_START toy ENT_1_END is made with little vine ENT_2_START rings ENT_2_END that slide between wood balls joined together with wooden craft sticks .",toy,rings,5220
"Cause-Effect(e2,e1)",The Marshall Plan also provided a way of gaining public acceptance in Europe for the New Deal format that the United States had successfully used before the war to end the ENT_1_START recession ENT_1_END triggered by the 1929 Wall Street ENT_2_START crash ENT_2_END .,The Marshall Plan also provided a way of gaining public acceptance in Europe for the New Deal format that the United States had successfully used before the war to end the ENT_1_START recession ENT_1_END triggered by the 1929 Wall Street ENT_2_START crash ENT_2_END .,recession,crash,97
"Member-Collection(e2,e1)",The pandemic H1N1 flu virus was confirmed in a ENT_1_START flock ENT_1_END of breeder ENT_2_START turkeys ENT_2_END in Virginia .,The pandemic H1N1 flu virus was confirmed in a ENT_1_START flock ENT_1_END of breeder ENT_2_START turkeys ENT_2_END in Virginia .,flock,turkeys,5887
"Cause-Effect(e2,e1)",The funds raised through this appeal have a direct impact on the people affected by the severe ENT_1_START devastations ENT_1_END caused by the ENT_2_START storms ENT_2_END .,The funds raised through this appeal have a direct impact on the people affected by the severe ENT_1_START devastations ENT_1_END caused by the ENT_2_START storms ENT_2_END .,devastations,storms,2301
Other,A ENT_1_START bus ENT_1_END ENT_2_START company ENT_2_END has pledged a week - long roadside survey after a group of workers complained about its Bradford to Morley service .,A ENT_1_START bus ENT_1_END ENT_2_START company ENT_2_END has pledged a week - long roadside survey after a group of workers complained about its Bradford to Morley service .,bus,company,7959
"Cause-Effect(e2,e1)",The ENT_1_START radiation ENT_1_END from the atomic ENT_2_START bomb explosion ENT_2_END is a typical acute radiation .,The ENT_1_START radiation ENT_1_END from the atomic ENT_2_START bomb explosion ENT_2_END is a typical acute radiation .,radiation,bomb explosion,51
"Component-Whole(e2,e1)",ENT_1_START Insects ENT_1_END ENT_2_START wings ENT_2_END are very thin so the poor insect must beat ( or flap ) their wings very fast so that they can really take off to fly .,ENT_1_START Insects ENT_1_END ENT_2_START wings ENT_2_END are very thin so the poor insect must beat ( or flap ) their wings very fast so that they can really take off to fly .,ENT_1_START Insects,wings,4294
"Instrument-Agency(e2,e1)",Management Unit ENT_1_START personnel ENT_1_END marked private lines with blue ENT_2_START paint ENT_2_END .,Management Unit ENT_1_START personnel ENT_1_END marked private lines with blue ENT_2_START paint ENT_2_END .,personnel,paint,6115
"Message-Topic(e1,e2)","This famous Chinese ENT_1_START fable ENT_1_END describes a ENT_2_START fox ENT_2_END , who visits chickens and brings presents .","This famous Chinese ENT_1_START fable ENT_1_END describes a ENT_2_START fox ENT_2_END , who visits chickens and brings presents .",fable,fox,5768
Other,The campaign coincides with a government ENT_1_START initiative ENT_1_END to promote ENT_2_START safer drinking ENT_2_END .,The campaign coincides with a government ENT_1_START initiative ENT_1_END to promote ENT_2_START safer drinking ENT_2_END .,initiative,safer drinking,5178
"Message-Topic(e1,e2)",Young people from Bridgend made this animated ENT_1_START film ENT_1_END to highlight the ENT_2_START dangers ENT_2_END of forest fires .,Young people from Bridgend made this animated ENT_1_START film ENT_1_END to highlight the ENT_2_START dangers ENT_2_END of forest fires .,film,dangers,7010
"Content-Container(e1,e2)",The ENT_1_START prescription bottle ENT_1_END was inside a ENT_2_START plastic pouch ENT_2_END along with the Newport cigarette box containing one of the crack pipes .,The ENT_1_START prescription bottle ENT_1_END was inside a ENT_2_START plastic pouch ENT_2_END along with the Newport cigarette box containing one of the crack pipes .,prescription bottle,plastic pouch,4828
"Entity-Destination(e1,e2)",The ENT_1_START phone ENT_1_END went into the ENT_2_START washer ENT_2_END .,The ENT_1_START phone ENT_1_END went into the ENT_2_START washer ENT_2_END .,phone,washer,2650
"Content-Container(e2,e1)",Police investigating the discovery of a severed head on a British beach have found a ENT_1_START suitcase ENT_1_END full of ENT_2_START body parts ENT_2_END in a nearby harbour .,Police investigating the discovery of a severed head on a British beach have found a ENT_1_START suitcase ENT_1_END full of ENT_2_START body parts ENT_2_END in a nearby harbour .,suitcase,body parts,4900
Other,The ENT_1_START phrase ENT_1_END was related in a ENT_2_START preface ENT_2_END of a 1904 collection of Drury 's stories .,The ENT_1_START phrase ENT_1_END was related in a ENT_2_START preface ENT_2_END of a 1904 collection of Drury 's stories .,phrase,preface,4668
"Product-Producer(e1,e2)",It is a ENT_1_START scrawl ENT_1_END by an ENT_2_START artist ENT_2_END to portray that which can not be portrayed even on a canvas as big and large as the heavens .,It is a ENT_1_START scrawl ENT_1_END by an ENT_2_START artist ENT_2_END to portray that which can not be portrayed even on a canvas as big and large as the heavens .,scrawl,artist,2162
"Instrument-Agency(e2,e1)","Another shows a ENT_1_START worker ENT_1_END with a ENT_2_START cigarette ENT_2_END dangling from his mouth , a lunch box popping out from under a well - muscled arm .","Another shows a ENT_1_START worker ENT_1_END with a ENT_2_START cigarette ENT_2_END dangling from his mouth , a lunch box popping out from under a well - muscled arm .",worker,cigarette,2401
Other,An unknown source brought an ENT_1_START alien frog ENT_1_END into our ENT_2_START eco - system ENT_2_END .,An unknown source brought an ENT_1_START alien frog ENT_1_END into our ENT_2_START eco - system ENT_2_END .,alien frog,eco - system,5245
Other,This process passes on a health ENT_1_START gene ENT_1_END to the next ENT_2_START generation ENT_2_END .,This process passes on a health ENT_1_START gene ENT_1_END to the next ENT_2_START generation ENT_2_END .,gene,generation,237
Other,"This is one of the most abundant tree ENT_1_START species ENT_1_END in the whole ENT_2_START forest ENT_2_END , and with a maximum height of 14 m. the dominant tree species of the first canopy layer .","This is one of the most abundant tree ENT_1_START species ENT_1_END in the whole ENT_2_START forest ENT_2_END , and with a maximum height of 14 m. the dominant tree species of the first canopy layer .",species,forest,5294
"Message-Topic(e1,e2)",This ENT_1_START poster ENT_1_END advertises the 1898 ENT_2_START exhibition ENT_2_END of the shroud .,This ENT_1_START poster ENT_1_END advertises the 1898 ENT_2_START exhibition ENT_2_END of the shroud .,poster,exhibition,941
Other,The valuable ENT_1_START book ENT_1_END has arrived into my ENT_2_START care ENT_2_END .,The valuable ENT_1_START book ENT_1_END has arrived into my ENT_2_START care ENT_2_END .,book,care,1432
Other,U.S. ENT_1_START embassy ENT_1_END participated in ENT_2_START opening ENT_2_END of the unique exhibition about general Pika .,U.S. ENT_1_START embassy ENT_1_END participated in ENT_2_START opening ENT_2_END of the unique exhibition about general Pika .,embassy,opening,4682
"Content-Container(e2,e1)",The mechanism whereby air enters the skull could perhaps be compared to that in which air enters a ENT_1_START bottle ENT_1_END full of ENT_2_START liquid ENT_2_END .,The mechanism whereby air enters the skull could perhaps be compared to that in which air enters a ENT_1_START bottle ENT_1_END full of ENT_2_START liquid ENT_2_END .,bottle,liquid,6740
"Entity-Destination(e1,e2)",Endangered ENT_1_START species ENT_1_END have been released into a ENT_2_START nature reserve ENT_2_END in Northwest China 's Xinjiang Uygur Autonomous Region .,Endangered ENT_1_START species ENT_1_END have been released into a ENT_2_START nature reserve ENT_2_END in Northwest China 's Xinjiang Uygur Autonomous Region .,species,nature reserve,2908
"Entity-Origin(e1,e2)",Grape ENT_1_START brandy ENT_1_END is made from fermented grape ENT_2_START juice ENT_2_END .,Grape ENT_1_START brandy ENT_1_END is made from fermented grape ENT_2_START juice ENT_2_END .,brandy,juice,2861
"Component-Whole(e2,e1)","ENT_1_START Cats ENT_1_END , on the other hand , retract their ENT_2_START claws ENT_2_END when they walk or run .","ENT_1_START Cats ENT_1_END , on the other hand , retract their ENT_2_START claws ENT_2_END when they walk or run .",ENT_1_START Cats,claws,3943
"Cause-Effect(e2,e1)",The ENT_1_START byelection ENT_1_END was caused by the ENT_2_START resignation ENT_2_END of Boris Johnson following his election as mayor of London in May.,The ENT_1_START byelection ENT_1_END was caused by the ENT_2_START resignation ENT_2_END of Boris Johnson following his election as mayor of London in May.,byelection,resignation,810
"Member-Collection(e2,e1)","I was formerly a person who looked at the sky expecting only the usual ENT_1_START clutter ENT_1_END of ENT_2_START planes ENT_2_END , stars , and the occasional blinking satellite .","I was formerly a person who looked at the sky expecting only the usual ENT_1_START clutter ENT_1_END of ENT_2_START planes ENT_2_END , stars , and the occasional blinking satellite .",clutter,planes,4221
